"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0768316476547052,9,22,2.71822117276663,"Fat-soluble vitamin metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006775","AT1G18870 AT1G23360 AT1G30520 AT1G60600 AT1G68890 AT5G04490 AT5G08740 AT5G15070 AT5G48950"
0.0768316476547052,25,95,1.7485633275107,"Cellular amino acid catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009063","AT1G03090 AT1G08630 AT1G11860 AT1G65960 AT1G68890 AT1G70580 AT1G72330 AT1G80360 AT2G02390 AT2G14170 AT2G26800 AT2G30660 AT2G43400 AT3G03910 AT3G04520 AT3G17760 AT3G22200 AT3G24360 AT3G26115 AT3G60510 AT4G26910 AT4G33150 AT5G04230 AT5G38710 AT5G54080"
0.0778503298476518,147,789,1.23795624175852,"Negative regulation of cellular process "," http://amigo.geneontology.org/amigo/term/GO:0048523","AT1G02080 AT1G03710 AT1G03770 AT1G04310 AT1G04650 AT1G05230 AT1G05420 AT1G09050 AT1G09060 AT1G10430 AT1G13460 AT1G17280 AT1G17920 AT1G19270 AT1G20330 AT1G23810 AT1G24020 AT1G24230 AT1G27370 AT1G30210 AT1G31500 AT1G32410 AT1G33240 AT1G35530 AT1G43850 AT1G47570 AT1G47720 AT1G50690 AT1G55500 AT1G59750 AT1G59890 AT1G65070 AT1G66810 AT1G67740 AT1G68840 AT1G69510 AT1G71770 AT1G74660 AT1G75080 AT1G75380 AT1G77320 AT1G79090 AT1G79280 AT1G79960 AT1G80360 AT2G05210 AT2G15270 AT2G18050 AT2G22540 AT2G25170 AT2G25355 AT2G25760 AT2G27350 AT2G27840 AT2G29890 AT2G30424 AT2G31470 AT2G32550 AT2G32700 AT2G32710 AT2G34010 AT2G34780 AT2G36010 AT2G39550 AT2G42260 AT2G43120 AT2G46790 AT2G46830 AT2G47210 AT3G01790 AT3G02860 AT3G03950 AT3G04580 AT3G05520 AT3G06110 AT3G09370 AT3G10480 AT3G10490 AT3G11440 AT3G11530 AT3G12640 AT3G12990 AT3G13460 AT3G14080 AT3G17330 AT3G19580 AT3G23450 AT3G23610 AT3G26090 AT3G26744 AT3G27120 AT3G29575 AT3G30720 AT3G44750 AT3G48160 AT3G52100 AT3G53460 AT3G56860 AT3G63530 AT4G03090 AT4G13850 AT4G14550 AT4G20380 AT4G20400 AT4G24580 AT4G24710 AT4G24800 AT4G26630 AT4G30160 AT4G32730 AT4G33360 AT4G39100 AT5G02320 AT5G03730 AT5G06100 AT5G06250 AT5G06950 AT5G08335 AT5G09790 AT5G11510 AT5G13240 AT5G13530 AT5G13790 AT5G14960 AT5G18230 AT5G19400 AT5G20510 AT5G20720 AT5G23320 AT5G36740 AT5G40460 AT5G40820 AT5G44610 AT5G46880 AT5G47130 AT5G48760 AT5G50430 AT5G52910 AT5G54260 AT5G58140 AT5G58190 AT5G60870 AT5G62090 AT5G63320 AT5G64390 AT5G66070 AT5G66350"
0.0785308293385835,123,647,1.26318160630371,"Positive regulation of biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009891","AT1G15780 AT1G15870 AT1G16060 AT1G16490 AT1G18750 AT1G19790 AT1G24260 AT1G25250 AT1G27370 AT1G27630 AT1G28520 AT1G34180 AT1G43850 AT1G53050 AT1G54360 AT1G54610 AT1G55350 AT1G55970 AT1G63206 AT1G65440 AT1G66810 AT1G68130 AT1G69540 AT1G79180 AT1G80720 AT2G01940 AT2G02070 AT2G02080 AT2G03710 AT2G05100 AT2G05210 AT2G14045 AT2G16365 AT2G17770 AT2G18120 AT2G20410 AT2G22540 AT2G22850 AT2G24530 AT2G26150 AT2G27350 AT2G28290 AT2G30340 AT2G32460 AT2G32700 AT2G36010 AT2G36720 AT2G40340 AT2G41070 AT2G41460 AT2G42830 AT2G45050 AT2G46830 AT3G01085 AT3G02310 AT3G05860 AT3G06530 AT3G08720 AT3G09600 AT3G11440 AT3G15030 AT3G15120 AT3G26744 AT3G27690 AT3G48160 AT3G48360 AT3G52100 AT3G54320 AT3G54350 AT3G57230 AT3G58780 AT4G00830 AT4G02640 AT4G04920 AT4G09960 AT4G10710 AT4G12610 AT4G15090 AT4G16420 AT4G18390 AT4G19560 AT4G20310 AT4G22950 AT4G25560 AT4G26810 AT4G27410 AT4G29230 AT4G31390 AT4G32730 AT4G34000 AT4G36740 AT4G37940 AT5G04940 AT5G06100 AT5G06950 AT5G07350 AT5G09410 AT5G09790 AT5G11510 AT5G12330 AT5G13660 AT5G13790 AT5G14960 AT5G15070 AT5G19310 AT5G19480 AT5G20220 AT5G24120 AT5G40850 AT5G41910 AT5G42920 AT5G44290 AT5G45190 AT5G48630 AT5G51870 AT5G55690 AT5G61670 AT5G62090 AT5G62165 AT5G62380 AT5G64220 AT5G64360 AT5G66350"
0.0785308293385835,3,3,6.64454064454064,"Molybdenum incorporation into molybdenum-molybdopterin complex "," http://amigo.geneontology.org/amigo/term/GO:0018315","AT1G16540 AT4G10100 AT5G20990"
0.0785308293385835,57,266,1.42383013811585,"Aromatic compound catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019439","AT1G01040 AT1G02080 AT1G03457 AT1G05620 AT1G11400 AT1G14240 AT1G15280 AT1G28260 AT1G28960 AT1G30110 AT1G31500 AT1G55500 AT1G56310 AT1G69720 AT1G71770 AT1G79090 AT1G80000 AT1G80360 AT2G02390 AT2G17970 AT2G25355 AT2G32415 AT2G33980 AT3G01540 AT3G03950 AT3G12640 AT3G12990 AT3G13300 AT3G13460 AT3G14080 AT3G15140 AT3G17330 AT3G46210 AT3G53460 AT3G56860 AT4G00060 AT4G03110 AT4G04320 AT4G04955 AT4G19180 AT4G21585 AT4G21590 AT4G27490 AT4G31390 AT5G04230 AT5G07130 AT5G07350 AT5G10630 AT5G13800 AT5G18230 AT5G18860 AT5G19400 AT5G48880 AT5G54080 AT5G58190 AT5G58910 AT5G63120"
0.0785308293385835,120,630,1.26562678943631,"Positive regulation of cellular biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0031328","AT1G15780 AT1G15870 AT1G16060 AT1G16490 AT1G18750 AT1G19790 AT1G24260 AT1G25250 AT1G27370 AT1G27630 AT1G28520 AT1G34180 AT1G43850 AT1G53050 AT1G54360 AT1G54610 AT1G55350 AT1G55970 AT1G63206 AT1G65440 AT1G66810 AT1G68130 AT1G69540 AT1G79180 AT1G80720 AT2G01940 AT2G02070 AT2G02080 AT2G03710 AT2G05210 AT2G14045 AT2G16365 AT2G17770 AT2G18120 AT2G20410 AT2G22540 AT2G22850 AT2G24530 AT2G26150 AT2G27350 AT2G28290 AT2G30340 AT2G32460 AT2G32700 AT2G36010 AT2G36720 AT2G40340 AT2G41070 AT2G41460 AT2G42830 AT2G45050 AT2G46830 AT3G01085 AT3G02310 AT3G05860 AT3G06530 AT3G08720 AT3G09600 AT3G11440 AT3G15030 AT3G15120 AT3G26744 AT3G48160 AT3G48360 AT3G52100 AT3G54350 AT3G57230 AT3G58780 AT4G00830 AT4G02640 AT4G04920 AT4G09960 AT4G10710 AT4G12610 AT4G15090 AT4G16420 AT4G18390 AT4G19560 AT4G20310 AT4G22950 AT4G25560 AT4G26810 AT4G27410 AT4G29230 AT4G31390 AT4G32730 AT4G34000 AT4G36740 AT4G37940 AT5G04940 AT5G06100 AT5G06950 AT5G07350 AT5G09410 AT5G09790 AT5G11510 AT5G12330 AT5G13660 AT5G13790 AT5G14960 AT5G15070 AT5G19310 AT5G19480 AT5G20220 AT5G24120 AT5G40850 AT5G41910 AT5G42920 AT5G44290 AT5G45190 AT5G48630 AT5G51870 AT5G55690 AT5G61670 AT5G62090 AT5G62165 AT5G62380 AT5G64220 AT5G64360 AT5G66350"
0.0785308293385835,3,3,6.64454064454064,"Peptidyl-threonine dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0035970","AT2G30170 AT3G06110 AT3G23610"
0.0785308293385835,3,3,6.64454064454064,"Metal incorporation into metallo-molybdopterin complex "," http://amigo.geneontology.org/amigo/term/GO:0042040","AT1G16540 AT4G10100 AT5G20990"
0.0785308293385835,17,57,1.98170510451212,"Regulation of RNA splicing "," http://amigo.geneontology.org/amigo/term/GO:0043484","AT1G02840 AT1G07350 AT1G09140 AT1G23860 AT1G30460 AT1G55310 AT2G38610 AT2G46610 AT3G08620 AT3G18610 AT3G54230 AT4G11970 AT4G24500 AT4G26480 AT4G35785 AT5G18810 AT5G64200"
0.0785308293385835,3,3,6.64454064454064,"Tetrahydrobiopterin metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046146","AT1G29810 AT3G07270 AT5G51110"
0.0785308293385835,3,3,6.64454064454064,"Positive regulation of fatty acid oxidation "," http://amigo.geneontology.org/amigo/term/GO:0046321","AT1G10430 AT1G13460 AT4G04320"
0.0785308293385835,3,3,6.64454064454064,"Auxin mediated signaling pathway involved in phyllotactic patterning "," http://amigo.geneontology.org/amigo/term/GO:0060774","AT5G10510 AT5G57390 AT5G65510"
0.0785308293385835,42,184,1.51668862538428,"Terpenoid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006721","AT1G05160 AT1G08550 AT1G10670 AT1G16540 AT1G26640 AT1G28100 AT1G31910 AT1G52400 AT1G61680 AT1G63970 AT1G66960 AT1G78950 AT1G78955 AT1G78970 AT2G04240 AT2G27150 AT2G29090 AT2G32440 AT2G36690 AT2G41070 AT3G04870 AT3G25820 AT3G26744 AT3G26840 AT3G29110 AT3G45130 AT4G11820 AT4G13280 AT4G14210 AT4G15340 AT4G16740 AT4G20230 AT4G21200 AT4G31390 AT4G33360 AT5G03730 AT5G07350 AT5G13790 AT5G17230 AT5G36150 AT5G61670 AT5G65640"
0.0785308293385835,3,3,6.64454064454064,"Tetrahydrobiopterin biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006729","AT1G29810 AT3G07270 AT5G51110"
0.0789185907482051,13,39,2.21484688151355,"Regulation of cell shape "," http://amigo.geneontology.org/amigo/term/GO:0008360","AT1G05570 AT1G06490 AT1G63680 AT1G68910 AT1G77460 AT2G31960 AT2G47410 AT3G07160 AT3G08840 AT3G14570 AT3G59100 AT5G44610 AT5G49430"
0.0808547988837444,7,15,3.10078563411897,"Production of ta-siRNAs involved in RNA interference "," http://amigo.geneontology.org/amigo/term/GO:0010267","AT1G01040 AT3G10490 AT3G15390 AT3G43920 AT3G49500 AT5G09860 AT5G20320"
0.0808547988837444,7,15,3.10078563411897,"Triterpenoid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0016104","AT1G66960 AT1G78950 AT1G78955 AT1G78970 AT3G45130 AT4G15340 AT5G36150"
0.0808547988837444,33,137,1.60050979029081,"Double-strand break repair "," http://amigo.geneontology.org/amigo/term/GO:0006302","AT1G07745 AT1G14750 AT1G19025 AT1G31360 AT1G34770 AT1G35530 AT1G65470 AT2G07690 AT2G16900 AT3G12530 AT3G13170 AT3G13782 AT3G22880 AT3G23100 AT3G23255 AT3G26680 AT3G27120 AT3G48670 AT4G00380 AT4G02390 AT4G26630 AT4G29170 AT4G33925 AT4G35740 AT5G05490 AT5G24280 AT5G27680 AT5G40820 AT5G40840 AT5G41150 AT5G46280 AT5G54260 AT5G57160"
0.0808547988837444,7,15,3.10078563411897,"Regulation of morphogenesis of a branching structure "," http://amigo.geneontology.org/amigo/term/GO:0060688","AT1G30210 AT1G53230 AT1G67260 AT3G21880 AT4G18390 AT5G41520 AT5G66210"
0.0808547988837444,68,329,1.37333970768621,"Chromatin organization "," http://amigo.geneontology.org/amigo/term/GO:0006325","AT1G03770 AT1G04050 AT1G05830 AT1G08600 AT1G08620 AT1G15215 AT1G17520 AT1G21610 AT1G55970 AT1G63490 AT1G65440 AT1G65470 AT2G02470 AT2G13370 AT2G16900 AT2G18050 AT2G19910 AT2G21150 AT2G22720 AT2G22740 AT2G23380 AT2G23740 AT2G25170 AT2G27350 AT2G27840 AT2G35160 AT2G38810 AT2G43410 AT2G47210 AT3G04380 AT3G10390 AT3G12550 AT3G13782 AT3G14980 AT3G20010 AT3G24880 AT3G27460 AT3G44530 AT3G44750 AT3G48060 AT3G49500 AT3G51880 AT4G00380 AT4G10710 AT4G13460 AT4G13940 AT4G14140 AT4G16310 AT4G16420 AT4G19020 AT4G20400 AT4G24680 AT4G26630 AT4G32820 AT4G39100 AT5G02520 AT5G04940 AT5G05610 AT5G06620 AT5G09790 AT5G18620 AT5G19310 AT5G20510 AT5G25380 AT5G42400 AT5G43990 AT5G49160 AT5G55390"
0.0808547988837444,7,15,3.10078563411897,"Regulation of secondary shoot formation "," http://amigo.geneontology.org/amigo/term/GO:2000032","AT1G30210 AT1G53230 AT1G67260 AT3G21880 AT4G18390 AT5G41520 AT5G66210"
0.0823494747469329,12,35,2.27812822098536,"Positive regulation of DNA-templated transcription, elongation "," http://amigo.geneontology.org/amigo/term/GO:0032786","AT1G27630 AT1G53050 AT1G54610 AT1G63206 AT1G65440 AT3G01085 AT4G10710 AT4G12610 AT4G19560 AT5G42920 AT5G44290 AT5G45190"
0.0825547101548555,19,67,1.88427272009362,"Aspartate family amino acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009066","AT1G08630 AT1G33320 AT1G50110 AT1G80360 AT2G02765 AT2G05830 AT2G30970 AT3G03780 AT3G04520 AT3G11470 AT3G59890 AT4G15415 AT4G26910 AT4G33150 AT4G34840 AT5G20980 AT5G21060 AT5G53850 AT5G65010"
0.0829652657409244,74,364,1.35081320795607,"Negative regulation of biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009890","AT1G02080 AT1G03770 AT1G05420 AT1G09050 AT1G20330 AT1G23810 AT1G24230 AT1G31500 AT1G33240 AT1G43850 AT1G55500 AT1G59750 AT1G59890 AT1G68840 AT1G71770 AT1G74660 AT1G75080 AT1G75380 AT1G79090 AT1G79960 AT1G80360 AT2G05210 AT2G22540 AT2G25170 AT2G25355 AT2G27350 AT2G27840 AT2G30424 AT2G32550 AT2G32700 AT2G34010 AT2G34780 AT2G36010 AT2G46790 AT2G46830 AT2G47210 AT3G01790 AT3G02860 AT3G03950 AT3G09370 AT3G10480 AT3G10490 AT3G12990 AT3G13460 AT3G14080 AT3G17330 AT3G19580 AT3G26744 AT3G29575 AT3G44750 AT3G48160 AT3G52100 AT4G03090 AT4G13850 AT4G14550 AT4G20400 AT4G24800 AT4G26630 AT4G32730 AT5G02320 AT5G06250 AT5G06950 AT5G09790 AT5G13240 AT5G13790 AT5G14960 AT5G18230 AT5G20510 AT5G36740 AT5G48760 AT5G52910 AT5G58190 AT5G62090 AT5G63320"
0.0838772566847231,115,603,1.26720095210974,"Response to abscisic acid "," http://amigo.geneontology.org/amigo/term/GO:0009737","AT1G03060 AT1G04120 AT1G05630 AT1G08810 AT1G08920 AT1G10430 AT1G12480 AT1G14170 AT1G15520 AT1G16060 AT1G17550 AT1G22300 AT1G24020 AT1G28490 AT1G31880 AT1G34120 AT1G44170 AT1G52400 AT1G52570 AT1G53300 AT1G61210 AT1G61340 AT1G62660 AT1G64990 AT1G69935 AT1G72770 AT1G73980 AT1G74660 AT1G76180 AT2G05100 AT2G05520 AT2G19620 AT2G23380 AT2G25170 AT2G25760 AT2G26190 AT2G26300 AT2G26980 AT2G31470 AT2G32460 AT2G33380 AT2G35940 AT2G36690 AT2G39550 AT2G40190 AT2G40340 AT2G41070 AT2G46270 AT2G46820 AT3G02410 AT3G02860 AT3G06550 AT3G09770 AT3G11240 AT3G11820 AT3G18040 AT3G19580 AT3G20470 AT3G25010 AT3G26090 AT3G26744 AT3G27550 AT3G27690 AT3G29575 AT3G46930 AT3G48330 AT3G48360 AT3G56860 AT3G57480 AT3G58490 AT4G04740 AT4G08980 AT4G11890 AT4G17615 AT4G21534 AT4G21540 AT4G27410 AT4G27710 AT4G28520 AT4G30160 AT4G33360 AT4G34000 AT4G34240 AT4G34460 AT4G35100 AT4G35310 AT4G39260 AT5G02310 AT5G06100 AT5G08335 AT5G08490 AT5G13530 AT5G14270 AT5G14920 AT5G20720 AT5G23320 AT5G23720 AT5G25370 AT5G40440 AT5G41790 AT5G44610 AT5G45830 AT5G47710 AT5G49470 AT5G51110 AT5G51760 AT5G58940 AT5G59010 AT5G60410 AT5G60870 AT5G60980 AT5G61210 AT5G62380 AT5G63320 AT5G66070"
0.0846998274961997,14,44,2.11417202326293,"Production of siRNA involved in RNA interference "," http://amigo.geneontology.org/amigo/term/GO:0030422","AT1G01040 AT1G56310 AT1G80650 AT2G19910 AT3G06290 AT3G10490 AT3G15140 AT3G15390 AT3G43920 AT3G49500 AT4G20920 AT4G24500 AT5G09860 AT5G20320"
0.0851402828699397,95,486,1.2988299613814,"Negative regulation of nitrogen compound metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0051172","AT1G02080 AT1G03710 AT1G03770 AT1G04650 AT1G05420 AT1G09050 AT1G09060 AT1G23810 AT1G24020 AT1G24230 AT1G31500 AT1G33240 AT1G35530 AT1G43850 AT1G47720 AT1G50690 AT1G55500 AT1G59750 AT1G59890 AT1G65070 AT1G68840 AT1G69510 AT1G71770 AT1G74660 AT1G75080 AT1G75380 AT1G79090 AT1G79280 AT1G79960 AT1G80360 AT2G05210 AT2G15270 AT2G18050 AT2G22540 AT2G25170 AT2G25355 AT2G27350 AT2G27840 AT2G30424 AT2G32550 AT2G32700 AT2G32710 AT2G34010 AT2G36010 AT2G42260 AT2G43120 AT2G46790 AT2G46830 AT2G47210 AT3G01790 AT3G02860 AT3G03950 AT3G06110 AT3G09370 AT3G10480 AT3G10490 AT3G12640 AT3G12990 AT3G13460 AT3G14080 AT3G17330 AT3G19580 AT3G23610 AT3G26744 AT3G27120 AT3G29575 AT3G44750 AT3G48160 AT3G52100 AT3G53460 AT3G56860 AT4G03090 AT4G12560 AT4G13850 AT4G14550 AT4G20400 AT4G24800 AT4G26630 AT4G32730 AT4G39100 AT5G02320 AT5G06250 AT5G06950 AT5G09790 AT5G13240 AT5G13790 AT5G14960 AT5G18230 AT5G20510 AT5G36740 AT5G40460 AT5G48760 AT5G58190 AT5G62090 AT5G63320"
0.0879019659438909,8,19,2.79770132401711,"Vesicle cytoskeletal trafficking "," http://amigo.geneontology.org/amigo/term/GO:0099518","AT1G08730 AT2G20290 AT2G31900 AT2G33240 AT3G19960 AT3G58160 AT5G20490 AT5G54280"
0.0881045365638793,31,128,1.60922468734969,"Tropism "," http://amigo.geneontology.org/amigo/term/GO:0009606","AT1G05630 AT1G08190 AT1G17400 AT1G19115 AT1G25250 AT1G42540 AT1G53380 AT1G68130 AT1G69935 AT1G72490 AT1G77740 AT2G01420 AT2G01940 AT2G14820 AT2G23050 AT2G36810 AT2G38120 AT2G43010 AT2G44830 AT2G47000 AT3G23050 AT3G27025 AT3G30350 AT5G03640 AT5G13750 AT5G42680 AT5G45710 AT5G58140 AT5G58960 AT5G66250 AT5G67440"
0.0881045365638793,31,128,1.60922468734969,"Cellular response to chemical stress "," http://amigo.geneontology.org/amigo/term/GO:0062197","AT1G03060 AT1G07380 AT1G07890 AT1G32540 AT1G34370 AT1G65980 AT1G66270 AT1G66330 AT1G77490 AT2G23140 AT2G39760 AT3G06110 AT3G07700 AT3G14990 AT3G26060 AT3G59410 AT4G04340 AT4G08390 AT4G09010 AT4G20310 AT4G25100 AT4G33630 AT4G35920 AT4G37900 AT5G18100 AT5G19000 AT5G24120 AT5G51100 AT5G57630 AT5G61640 AT5G62460"
0.0881045365638793,10,27,2.4609409794595,"Glutamate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006536","AT1G65960 AT2G30970 AT3G03910 AT3G17760 AT3G22200 AT5G04140 AT5G12860 AT5G35630 AT5G38710 AT5G53460"
0.0888534233262217,58,275,1.40139402684857,"Organic cyclic compound catabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901361","AT1G01040 AT1G02080 AT1G03457 AT1G05620 AT1G11400 AT1G14240 AT1G15280 AT1G28260 AT1G28960 AT1G30110 AT1G31500 AT1G55500 AT1G56310 AT1G69720 AT1G71770 AT1G79090 AT1G80000 AT1G80360 AT2G02390 AT2G14170 AT2G17970 AT2G25355 AT2G32415 AT2G33980 AT3G01540 AT3G03950 AT3G12640 AT3G12990 AT3G13300 AT3G13460 AT3G14080 AT3G15140 AT3G17330 AT3G46210 AT3G53460 AT3G56860 AT4G00060 AT4G03110 AT4G04320 AT4G04955 AT4G19180 AT4G21585 AT4G21590 AT4G27490 AT4G31390 AT5G04230 AT5G07130 AT5G07350 AT5G10630 AT5G13800 AT5G18230 AT5G18860 AT5G19400 AT5G48880 AT5G54080 AT5G58190 AT5G58910 AT5G63120"
0.0888534233262217,9,23,2.6000376435159,"Valine metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006573","AT1G10070 AT1G50110 AT2G14170 AT2G30660 AT2G31810 AT3G24360 AT3G49680 AT3G58610 AT3G60510"
0.0890678854805022,13,40,2.15947570947571,"Sphingolipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0030148","AT1G07380 AT1G13580 AT1G26200 AT2G19880 AT2G29525 AT2G37940 AT2G38010 AT3G25540 AT3G48790 AT4G21534 AT4G21540 AT4G36480 AT5G23450"
0.0890678854805022,15,49,2.03404305445122,"Alternative mRNA splicing, via spliceosome "," http://amigo.geneontology.org/amigo/term/GO:0000380","AT1G02840 AT1G09140 AT1G23860 AT1G30460 AT1G55310 AT2G21660 AT2G38610 AT2G46610 AT3G08620 AT4G11970 AT4G24500 AT4G26480 AT4G39260 AT5G18810 AT5G64200"
0.0890678854805022,13,40,2.15947570947571,"Regulation of alternative mRNA splicing, via spliceosome "," http://amigo.geneontology.org/amigo/term/GO:0000381","AT1G02840 AT1G09140 AT1G23860 AT1G30460 AT1G55310 AT2G38610 AT2G46610 AT3G08620 AT4G11970 AT4G24500 AT4G26480 AT5G18810 AT5G64200"
0.0902084948784963,62,298,1.38242120792456,"Alpha-amino acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901605","AT1G01480 AT1G07780 AT1G08630 AT1G10070 AT1G11790 AT1G11860 AT1G29410 AT1G33320 AT1G50110 AT1G55880 AT1G65960 AT1G70580 AT1G72330 AT1G72990 AT1G75500 AT1G80360 AT2G02390 AT2G02765 AT2G05830 AT2G13360 AT2G22250 AT2G26300 AT2G28880 AT2G30970 AT2G31810 AT2G38860 AT2G39800 AT3G03780 AT3G03910 AT3G04520 AT3G11470 AT3G17760 AT3G22200 AT3G22460 AT3G26115 AT3G49680 AT3G58610 AT3G59760 AT3G59890 AT4G15415 AT4G20380 AT4G21990 AT4G26910 AT4G27070 AT4G33150 AT4G34020 AT4G34840 AT5G04140 AT5G04230 AT5G08170 AT5G12860 AT5G17460 AT5G20980 AT5G21060 AT5G28020 AT5G34930 AT5G35630 AT5G38710 AT5G53460 AT5G53850 AT5G54080 AT5G65010"
0.0902084948784963,33,139,1.5774808724449,"Glucan biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0009250","AT1G03310 AT1G05570 AT1G05610 AT1G06490 AT1G10670 AT1G18690 AT1G31420 AT1G49350 AT1G74420 AT1G77460 AT2G15390 AT2G21590 AT2G31960 AT2G32620 AT2G35620 AT3G07160 AT3G14570 AT3G30720 AT3G59100 AT3G62720 AT4G04920 AT4G12720 AT4G15320 AT4G23990 AT4G28706 AT4G39210 AT5G04360 AT5G04885 AT5G15630 AT5G16910 AT5G43910 AT5G44030 AT5G63370"
0.0922216203941258,26,103,1.67726268697142,"Response to gravity "," http://amigo.geneontology.org/amigo/term/GO:0009629","AT1G05630 AT1G08190 AT1G17400 AT1G19115 AT1G25250 AT1G42540 AT1G53380 AT1G68130 AT1G69935 AT1G72490 AT1G77740 AT2G01420 AT2G01940 AT2G14820 AT2G23050 AT2G36810 AT2G38120 AT2G47000 AT3G23050 AT3G27025 AT3G30350 AT5G13750 AT5G45710 AT5G58960 AT5G66250 AT5G67440"
0.0922216203941258,266,1526,1.15822268115846,"Developmental process involved in reproduction "," http://amigo.geneontology.org/amigo/term/GO:0003006","AT1G01040 AT1G01060 AT1G01480 AT1G01690 AT1G03010 AT1G03060 AT1G03457 AT1G05230 AT1G05830 AT1G07420 AT1G07890 AT1G08300 AT1G08320 AT1G08730 AT1G09230 AT1G10270 AT1G10390 AT1G10470 AT1G10570 AT1G10670 AT1G11130 AT1G11870 AT1G14400 AT1G14440 AT1G15110 AT1G16340 AT1G16570 AT1G17920 AT1G18750 AT1G19270 AT1G19850 AT1G20960 AT1G24260 AT1G25250 AT1G26260 AT1G28060 AT1G28520 AT1G28560 AT1G30970 AT1G31810 AT1G32230 AT1G32610 AT1G34210 AT1G43620 AT1G43850 AT1G47550 AT1G54060 AT1G54280 AT1G55350 AT1G55540 AT1G59660 AT1G60460 AT1G60800 AT1G63700 AT1G64110 AT1G64980 AT1G64990 AT1G65440 AT1G65620 AT1G66330 AT1G67260 AT1G68130 AT1G68240 AT1G68480 AT1G69935 AT1G72560 AT1G73430 AT1G75080 AT1G77080 AT1G77740 AT1G79250 AT1G79280 AT1G80490 AT2G01940 AT2G02560 AT2G03710 AT2G14680 AT2G15530 AT2G15890 AT2G16970 AT2G17770 AT2G21540 AT2G21660 AT2G22250 AT2G22540 AT2G23140 AT2G23380 AT2G24260 AT2G24790 AT2G25840 AT2G27840 AT2G28290 AT2G29090 AT2G30120 AT2G31220 AT2G32460 AT2G32700 AT2G34090 AT2G34630 AT2G34780 AT2G34830 AT2G35340 AT2G35620 AT2G36120 AT2G37260 AT2G41260 AT2G41500 AT2G41670 AT2G41720 AT2G41945 AT2G42260 AT2G42830 AT2G43410 AT2G44680 AT2G45190 AT2G46830 AT2G47470 AT2G47510 AT2G48130 AT3G02130 AT3G02260 AT3G02280 AT3G02310 AT3G06440 AT3G07160 AT3G09600 AT3G10390 AT3G10480 AT3G10490 AT3G11440 AT3G12140 AT3G13300 AT3G14020 AT3G15030 AT3G16470 AT3G19580 AT3G20070 AT3G20810 AT3G21880 AT3G22200 AT3G24560 AT3G24880 AT3G26744 AT3G27810 AT3G27960 AT3G44750 AT3G49500 AT3G57230 AT3G58060 AT3G58780 AT3G59760 AT3G62300 AT3G63530 AT4G00060 AT4G00310 AT4G00830 AT4G00990 AT4G02460 AT4G02560 AT4G02570 AT4G02640 AT4G02990 AT4G03090 AT4G03110 AT4G04350 AT4G04900 AT4G04920 AT4G08869 AT4G09960 AT4G10710 AT4G13345 AT4G13940 AT4G15415 AT4G15570 AT4G15890 AT4G17615 AT4G18570 AT4G19180 AT4G19960 AT4G20050 AT4G20060 AT4G20090 AT4G20400 AT4G21750 AT4G22950 AT4G23100 AT4G23660 AT4G24580 AT4G24660 AT4G24900 AT4G26300 AT4G28370 AT4G28520 AT4G30200 AT4G31880 AT4G32460 AT4G34460 AT4G35080 AT4G35450 AT4G35560 AT4G36480 AT4G36920 AT4G37710 AT4G37900 AT4G39100 AT4G39620 AT5G02390 AT5G02600 AT5G05560 AT5G06100 AT5G06770 AT5G07180 AT5G08335 AT5G10510 AT5G12330 AT5G12840 AT5G13290 AT5G13480 AT5G13790 AT5G14220 AT5G14850 AT5G15840 AT5G16230 AT5G18620 AT5G19310 AT5G20320 AT5G20490 AT5G22510 AT5G23040 AT5G23320 AT5G24860 AT5G27220 AT5G27230 AT5G40350 AT5G41480 AT5G42400 AT5G45190 AT5G45710 AT5G45830 AT5G45840 AT5G46880 AT5G49150 AT5G49160 AT5G49190 AT5G50670 AT5G51870 AT5G53550 AT5G55390 AT5G55490 AT5G55810 AT5G56030 AT5G57790 AT5G59570 AT5G60410 AT5G60800 AT5G60870 AT5G61850 AT5G62090 AT5G62165 AT5G62640 AT5G64360 AT5G64390 AT5G65060 AT5G65700 AT5G66350 AT5G67440"
